lat,lon,HFO_s,DRO_s,ECO_S_s
-31.136,21.473,1.6,2.3,5.0
16.136,9.449,3.1,4.1,5.0
62.955,174.017,0,1.8,5.0
-67.5,140.921,0,0,0
33.409,-81.571,3.6,1.2,5.0
22.5,87.176,4.1,1.0,5.0
47.5,-116.866,2.0,1.6,5.0
12.955,42.147,3.4,2.9,5.0
49.773,-97.734,3.1,1.5,3.2
51.591,80.69,0,1.5,4.8
31.136,110.545,4.2,1.6,4.7
9.318,44.828,2.9,2.0,5.0
74.773,105.577,0,2.5,2.1
-67.045,142.718,0,0,0
7.5,-69.301,3.2,1.5,1.4
22.955,-99.234,3.8,1.9,2.8
18.864,-1.198,2.0,3.2,5.0
33.409,87.009,0,1.1,5.0
-28.409,142.35,2.6,2.5,4.2
65.682,-88.624,0,1.9,5.0
-22.955,130.752,0,3.6,5.0
18.409,24.622,1.0,5.0,5.0
62.955,-135.125,0,1.5,5.0
-75.227,158.614,0,0,0
-79.773,-121.277,0,0,0
48.409,-111.689,0,2.3,2.8
8.864,-64.286,2.5,1.8,1.2
2.045,41.538,3.7,2.5,2.0
-68.409,128.219,0,0,0
39.318,36.938,2.5,1.7,5.0
-2.045,115.082,2.6,1.3,2.2
33.409,-116.918,2.3,1.6,4.6
13.409,6.995,3.5,3.2,2.2
20.227,-89.516,2.6,1.2,5.0
27.5,32.727,2.3,4.8,5.0
-19.773,122.651,1.6,4.4,4.5
21.591,19.024,1.6,5.0,5.0
13.409,39.637,3.4,2.9,5.0
-8.409,30.038,2.8,1.3,2.0
-8.409,-59.847,0,0.7,0.8
37.5,14.595,1.0,1.6,2.6
22.045,58.041,2.0,3.4,5.0
29.773,60.348,3.0,2.1,5.0
31.136,36.848,2.6,2.8,4.9
-12.5,49.471,1.6,1.4,1.8
-73.409,68.987,0,0,0
-15.227,21.882,2.8,1.8,1.3
9.318,-66.897,3.2,1.3,1.0
-75.682,73.469,0,0,0
59.773,-134.887,1.0,1.4,2.9
41.591,67.69,2.3,2.5,3.1
4.773,8.42,1.6,0.8,0.5
28.409,22.693,0,4.0,5.0
3.864,46.364,3.4,2.9,3.4
17.5,22.114,1.6,3.4,5.0
13.864,-13.558,2.3,2.1,1.5
-12.045,-61.237,0,0.7,1.8
17.955,4.053,2.5,4.7,5.0
12.955,18.396,2.8,2.1,3.8
-73.864,101.455,0,0,0
50.682,31.849,2.3,1.7,4.0
61.591,173.316,0,4.3,5.0
52.955,-0.753,3.9,2.1,3.9
53.864,110.769,2.6,1.9,0.7
-85.682,6.0,0,0,0
42.5,89.538,2.3,1.6,5.0
4.773,-6.599,1.0,0.7,0.4
5.227,39.19,3.1,2.3,1.4
28.864,31.856,1.6,5.0,5.0
39.773,-85.574,4.4,1.3,5.0
16.136,25.039,2.0,4.8,5.0
76.136,109.895,0,2.5,5.0
34.318,-96.458,3.7,1.4,5.0
29.773,1.829,2.3,3.6,5.0
22.955,48.509,1.0,2.4,5.0
27.5,109.432,4.5,1.2,5.0
32.5,0.269,2.6,2.0,5.0
64.318,-51.279,0,0,0
-74.773,-88.269,0,0,0
-35.682,-64.845,3.0,1.4,5.0
27.955,17.718,0,3.1,5.0
5.682,46.768,3.4,2.7,5.0
17.5,37.332,3.1,3.2,4.9
-49.318,-74.855,0,0.1,0
10.682,28.615,2.5,2.2,5.0
26.136,11.124,0,5.0,0.1
41.591,21.551,3.3,1.8,4.0
26.591,6.855,1.0,5.0,0.2
-80.682,132.188,0,0,0
-12.955,-55.188,0,0.7,5.0
26.136,84.438,4.2,1.1,3.9
49.773,-68.203,1.0,1.4,5.0
-72.045,55.102,0,0,0
60.682,-44.536,,,
43.864,-74.895,2.6,1.4,3.1
38.864,-78.058,3.3,1.3,4.1
-12.5,-66.194,3.1,0.9,1.5
-32.5,-61.076,3.3,1.3,5.0
37.955,48.307,3.5,1.9,5.0
56.136,35.023,1.6,2.1,2.9
-21.591,-52.195,2.6,1.0,5.0
30.682,95.543,2.0,1.1,5.0
-33.409,115.831,1.0,0.7,3.4
-2.955,101.818,3.1,1.1,0.9
40.682,-104.053,2.3,2.5,4.7
-28.864,116.806,1.6,2.4,5.0
3.409,37.273,3.3,2.1,1.5
4.318,43.464,3.1,2.4,5.0
-67.955,102.685,0,0,0
-1.136,-51.526,1.6,1.2,1.0
-10.682,-63.231,1.0,0.7,2.1
37.045,35.545,2.5,1.5,5.0
35.227,136.111,3.5,1.1,2.6
69.773,-144.526,0,1.1,0
52.5,31.677,2.6,1.5,4.5
-1.136,-71.955,1.6,0.5,1.7
-3.409,-59.545,0,0.7,1.3
-7.955,-50.84,1.6,0.8,0.8
36.591,39.843,2.8,2.5,5.0
30.682,52.786,3.3,3.2,3.5
12.5,79.2,3.9,1.4,5.0
-34.318,135.481,1.6,0.9,2.6
51.136,118.554,2.3,2.6,5.0
52.955,-114.477,2.0,1.8,1.1
55.227,156.106,0,1.5,5.0
19.773,75.422,3.6,1.8,4.7
40.227,140.198,2.5,0.9,5.0
22.955,111.546,4.7,1.3,5.0
-78.409,-107.547,0,0,0
65.227,164.819,0,2.4,5.0
-43.864,-67.343,1.0,2.7,5.0
65.682,42.385,0,2.2,5.0
70.227,-84.627,0,1.7,5.0
27.5,8.182,1.0,5.0,0.2
35.682,48.075,3.8,2.0,5.0
67.955,50.738,0,1.5,5.0
-80.227,28.0,0,0,0
-27.5,129.375,0,2.3,0.4
21.591,0.0,2.0,5.0,5.0
48.864,142.759,1.0,1.9,3.3
42.5,122.154,3.3,2.1,5.0
-13.409,-42.902,2.5,1.3,4.7
72.955,-45.579,,,
49.773,1.406,2.3,1.9,5.0
28.409,55.186,3.2,2.1,4.9
11.591,18.301,2.6,2.0,1.0
63.864,176.905,0,2.5,2.8
44.318,64.014,2.0,2.3,5.0
20.227,19.355,1.6,5.0,5.0
45.227,135.564,3.2,2.0,3.4
59.773,104.211,1.6,2.8,5.0
27.5,81.307,3.9,1.0,3.0
54.318,122.462,2.0,1.6,4.7
-18.864,130.626,0,4.5,5.0
-53.864,-73.077,0,0,0
22.955,42.599,2.8,2.2,2.6
44.318,-78.592,2.0,1.9,5.0
16.136,17.953,2.0,4.5,2.7
21.136,-77.838,3.2,0.3,3.5
-8.864,-35.816,3.0,1.6,5.0
32.045,-7.5,3.3,2.5,4.6
31.591,-95.325,3.9,1.3,5.0
62.955,168.033,0,2.9,2.4
34.318,107.45,3.5,2.9,5.0
-1.136,135.965,0,0,4.5
33.409,58.187,2.5,2.8,2.5
39.773,70.82,3.5,2.6,3.3
82.5,-69.231,0,5.0,0
-72.955,166.094,0,0,0
-86.136,91.698,0,0,0
-28.864,-57.237,3.1,1.3,5.0
57.955,25.226,1.6,1.9,3.5
2.955,103.182,3.4,1.2,2.0
51.136,127.229,2.6,2.3,4.9
42.045,-115.212,2.3,1.9,2.8
32.045,6.964,1.6,2.3,5.0
57.955,68.836,1.6,1.7,3.5
17.045,42.744,2.3,1.0,5.0
47.5,125.597,3.1,2.5,3.1
63.864,153.181,0,2.9,4.4
27.955,61.883,2.9,2.0,5.0
-29.318,128.497,0,2.2,0.9
-15.227,131.529,3.0,1.9,2.9
50.227,38.976,2.3,1.6,5.0
61.591,-111.247,0,1.6,5.0
-5.227,-41.924,2.9,1.6,5.0
55.227,40.619,2.3,1.9,3.4
42.045,-96.876,2.8,1.8,5.0
-24.773,140.0,2.6,2.8,2.4
-72.045,38.939,0,0,0
53.864,-117.692,1.6,2.3,0.5
42.5,108.0,1.6,1.8,2.2
17.045,30.396,2.5,5.0,5.0
52.045,-99.59,3.0,2.1,2.5
29.773,4.441,2.3,5.0,5.0
28.409,-0.516,2.3,5.0,5.0
-2.5,139.596,0,0.9,5.0
42.5,78.462,1.0,1.9,2.3
37.955,-115.591,1.0,3.0,4.2
46.591,-113.284,2.3,2.0,3.6
18.864,20.852,1.6,5.0,5.0
52.5,119.627,2.3,2.6,5.0
63.864,174.842,0,2.5,2.8
-17.955,143.285,3.2,2.1,5.0
59.773,94.286,1.6,2.1,4.0
48.409,84.364,1.6,2.2,4.1
42.955,124.854,3.2,2.6,5.0
63.864,-160.401,1.6,2.4,5.0
0.682,-61.059,0,1.1,1.6
38.864,-85.631,4.4,1.3,5.0
44.773,11.829,3.8,1.6,3.6
-30.682,23.754,1.6,2.7,5.0
7.955,44.427,3.4,2.7,5.0
46.136,114.545,1.0,1.8,4.5
-26.591,151.566,3.3,1.0,4.4
46.591,112.624,0,1.8,5.0
-77.955,-136.627,0,0,0
32.045,38.571,2.6,2.8,4.9
4.318,17.067,2.0,1.0,2.9
24.773,47.0,2.0,2.4,4.7
65.227,140.964,1.0,2.1,2.3
24.773,-101.0,2.5,3.0,5.0
30.227,-81.723,3.5,1.2,4.7
45.227,47.335,2.3,0,2.3
-15.682,-45.707,3.1,1.4,5.0
66.591,-113.714,0,2.3,5.0
-3.409,-39.091,2.6,1.8,5.0
18.409,9.323,3.0,4.9,2.1
23.409,0.495,2.0,5.0,1.3
-79.318,153.061,0,0,0
49.773,2.813,2.5,1.9,5.0
-78.409,-66.792,0,0,0
-28.409,143.897,3.2,3.4,4.3
70.682,159.389,0,5.0,0
53.864,19.231,2.3,1.7,2.2
-27.5,30.17,3.6,2.0,3.2
66.591,26.857,1.0,2.6,2.5
57.5,-98.028,0,2.1,4.0
34.773,70.675,4.5,1.8,3.6
-3.409,14.091,1.6,1.5,5.0
-27.5,20.966,0,1.9,5.0
79.318,-52.653,,,
55.227,-97.168,1.0,2.5,2.5
59.773,136.692,2.5,3.1,3.9
3.864,-56.364,1.6,1.4,0.6
32.955,47.568,3.6,2.2,5.0
-32.955,115.676,1.0,0.2,2.6
-75.682,29.388,0,0,0
24.773,-12.5,1.0,5.0,5.0
-29.773,141.335,2.5,2.8,3.8
-13.864,-73.87,3.6,3.2,5.0
20.682,10.189,1.6,5.0,2.4
16.591,3.789,3.0,4.9,4.8
38.864,106.019,3.1,1.8,5.0
48.864,-109.655,2.0,2.9,3.5
-0.227,-48.802,1.6,1.2,1.0
-23.864,-69.421,1.6,5.0,5.0
-27.5,140.625,2.3,2.3,3.9
-5.227,38.278,3.5,1.4,3.0
55.227,86.018,2.5,2.2,1.9
27.045,91.909,4.6,1.2,4.1
-21.136,16.054,0,3.4,5.0
-69.318,88.714,0,0,0
52.045,49.426,2.0,1.9,3.6
42.045,20.475,3.5,1.5,2.7
37.5,-118.188,1.0,1.9,2.7
19.318,22.83,1.0,5.0,5.0
24.318,47.054,2.0,2.4,4.7
-32.955,138.919,2.6,3.2,5.0
1.136,-52.434,1.0,1.2,0.4
-29.773,118.345,1.6,2.0,2.4
52.045,-96.639,2.3,2.1,3.0
-14.773,-41.538,2.8,1.2,5.0
-8.864,28.929,2.0,1.2,1.8
38.864,115.34,2.3,3.1,5.0
51.591,-89.452,2.0,1.3,5.0
-69.318,90.0,0,0,0
63.864,44.871,1.0,1.8,5.0
4.318,18.887,2.5,1.1,2.2
22.5,6.63,1.6,5.0,1.1
16.591,77.684,3.8,1.4,4.9
9.773,46.957,2.0,1.5,5.0
41.591,68.297,2.3,2.5,3.1
42.045,57.759,0,2.6,5.0
22.045,14.939,1.6,1.3,5.0
68.409,30.822,1.0,2.5,2.3
-23.409,44.011,2.0,1.2,5.0
45.227,134.919,3.2,2.0,3.4
-24.773,127.5,0,2.8,0
-73.409,126.079,0,0,0
31.591,-1.065,2.8,2.2,5.0
25.682,76.783,2.5,2.3,5.0
42.045,1.528,2.5,1.4,5.0
58.864,104.488,1.6,2.8,5.0
-2.045,35.637,3.1,1.3,3.1
-4.773,-60.303,0,0.7,1.3
41.591,20.337,3.5,1.5,2.7
-2.5,113.266,2.3,1.0,1.9
-20.227,45.968,2.9,1.3,5.0
56.591,109.153,2.5,2.6,2.8
-4.773,-64.855,0,0.7,5.0
-4.318,-49.836,2.0,1.4,3.0
8.864,22.041,0,1.2,0.6
-23.409,-47.967,4.0,1.1,5.0
62.045,-151.935,3.0,2.2,3.9
-72.5,80.586,0,0,0
65.682,155.78,0,3.7,5.0
12.955,2.096,3.7,2.9,1.6
42.045,123.158,3.3,2.1,5.0
-0.682,23.38,1.0,0.7,5.0
-81.136,29.508,0,0,0
20.682,51.429,1.0,5.0,1.9
-31.591,-68.166,2.0,2.6,3.0
38.409,89.132,2.3,1.6,5.0
25.682,107.497,4.3,1.5,5.0
5.682,6.616,3.0,0.9,2.3
-75.227,53.465,0,0,0
25.227,78.719,3.8,1.5,5.0
-86.136,105.283,0,0,0
22.045,-14.939,1.6,4.9,3.1
-18.864,131.585,1.0,3.9,5.0
-74.773,17.308,0,0,0
40.227,16.04,1.0,1.8,5.0
29.318,-7.283,2.5,2.5,5.0
-9.773,-54.783,1.0,0.6,5.0
-7.045,-70.673,1.0,0.8,0.9
24.318,111.784,4.7,1.3,5.0
10.227,123.764,2.9,0.2,5.0
-70.227,59.104,0,0,0
53.864,-9.231,2.0,0.7,5.0
-6.591,30.609,2.8,1.3,2.0
29.318,107.168,4.5,1.1,5.0
57.5,43.099,1.6,2.2,3.2
-16.591,19.421,2.9,1.9,2.1
68.864,-81.818,0,0.7,5.0
63.864,-105.731,0,1.9,2.2
11.136,34.242,3.3,1.5,5.0
26.591,117.546,4.6,1.2,5.0
41.136,73.266,2.0,2.6,4.8
34.318,1.374,2.6,3.1,1.8
38.409,72.926,2.6,1.9,3.8
9.318,19.54,2.9,1.6,0.8
65.227,-162.651,0,2.6,5.0
13.409,18.653,3.0,3.1,5.0
22.955,2.216,2.0,5.0,1.3
-25.227,-56.657,3.5,1.2,3.0
16.136,49.134,2.6,1.7,5.0
48.409,126.034,3.0,3.2,5.0
37.955,40.831,3.2,1.7,5.0
-76.591,5.87,0,0,0
-2.955,34.545,3.3,1.5,3.2
9.318,35.632,3.1,1.0,2.2
37.955,-111.565,0,2.3,2.5
2.955,-59.545,2.3,1.4,2.0
7.955,20.153,2.8,1.1,0.7
15.227,-6.353,2.3,4.6,5.0
-33.409,-69.607,2.0,2.3,3.0
-19.318,-53.591,1.0,1.1,5.0
-74.773,50.192,0,0,0
51.591,-106.978,2.3,1.8,1.3
50.682,20.398,3.7,2.0,2.1
59.318,136.444,1.6,2.2,5.0
-52.5,-71.925,0,0.8,2.4
19.773,79.759,3.3,1.1,4.4
42.045,-95.654,3.3,1.4,3.7
-15.682,-73.979,2.3,5.0,5.0
-27.5,19.432,1.6,2.0,3.2
2.5,-63.329,0,0.9,0
38.409,109.389,2.3,1.9,5.0
7.955,-71.908,3.2,1.5,1.4
31.591,36.746,2.6,2.8,4.9
2.5,44.716,3.8,2.6,2.5
12.5,-12.774,2.3,2.1,1.5
65.682,46.789,1.0,1.7,3.7
18.864,-71.664,4.0,1.0,5.0
-5.227,17.772,2.3,1.0,5.0
-79.773,16.596,0,0,0
6.136,41.749,2.6,2.3,1.3
45.682,-92.924,2.3,1.9,4.4
-31.136,131.222,0,1.3,0
45.682,-120.866,3.3,1.7,2.6
29.318,28.092,0,5.0,5.0
19.318,43.498,1.6,1.0,5.0
43.409,-5.0,0,1.0,2.1
33.864,-116.085,1.0,1.9,1.2
19.318,54.553,2.3,3.5,3.2
47.045,18.965,3.9,2.0,3.0
68.864,-142.238,0,1.2,0
17.045,52.718,2.3,3.5,3.2
-5.227,-67.443,0,0.7,1.0
31.591,131.006,3.3,0.4,5.0
-83.409,85.055,0,0,0
-26.591,30.719,3.3,1.7,3.9
21.591,-6.341,1.6,5.0,5.0
61.136,32.428,0,0,0
-4.318,-55.752,1.6,1.1,1.3
-26.591,-63.724,2.5,1.7,2.4
73.409,70.573,0,0.9,0
20.227,48.387,1.6,4.6,0
22.045,-1.714,1.0,5.0,5.0
0.682,121.438,2.6,0.2,2.8
42.955,113.081,0,4.0,5.0
-78.864,-90.588,0,0,0
-16.136,143.622,3.1,1.6,4.2
-75.227,-131.881,0,0,0
46.136,80.509,1.6,2.3,2.5
39.773,-91.475,4.0,1.5,5.0
47.5,107.463,1.6,1.3,5.0
36.591,-5.369,1.0,1.1,5.0
38.864,63.495,1.6,1.9,4.2
59.318,58.222,1.6,2.1,3.6
-87.5,-108.0,0,0,0
52.5,-85.342,2.0,1.3,5.0
-13.409,-68.083,2.9,0.9,1.3
15.227,105.647,3.9,1.0,2.7
44.318,93.169,1.6,1.9,5.0
82.045,-88.364,0,2.6,5.0
68.409,106.027,1.0,2.3,5.0
-22.045,-44.816,3.8,1.0,5.0
-17.955,-52.689,2.6,0.9,5.0
26.591,79.972,3.6,1.7,5.0
-33.409,26.103,2.3,1.2,1.8
-37.5,-65.533,1.0,2.2,3.3
76.591,-66.522,,,
32.955,-110.27,1.0,2.2,2.7
27.955,3.852,2.3,5.0,5.0
-26.591,-53.568,3.4,1.0,4.3
-80.227,78.667,0,0,0
53.409,-75.729,1.0,1.3,5.0
71.591,-114.024,0,2.0,5.0
-4.318,-71.226,2.0,0.8,0.9
39.773,-123.344,3.1,0.9,2.8
-14.318,-58.283,0,0.7,0.6
55.682,93.826,2.3,2.2,2.8
61.591,-123.66,0,1.9,5.0
43.864,-110.769,2.3,1.9,2.8
-29.318,132.139,0,2.7,1.4
52.955,115.23,2.0,2.3,5.0
45.682,70.181,0,4.5,5.0
38.409,-117.492,1.0,3.4,5.0
21.136,0.486,2.0,5.0,5.0
60.227,124.264,1.6,2.7,2.8
30.682,-94.487,3.9,1.3,5.0
35.682,111.801,2.6,3.7,5.0
33.864,81.123,0,1.5,5.0
51.591,74.848,0,1.9,5.0
45.227,40.894,3.6,1.4,1.7
-21.136,-45.73,3.8,1.0,5.0
40.682,115.415,2.3,3.6,5.0
28.409,77.88,4.2,1.5,4.1
27.045,79.18,3.6,1.7,5.0
-72.045,115.347,0,0,0
29.318,33.815,2.6,3.6,5.0
-27.5,-67.5,2.3,2.6,1.3
-2.955,-43.636,2.5,2.2,5.0
-17.955,145.669,2.8,1.2,0.2
24.773,-107.5,3.0,1.2,5.0
30.682,93.959,2.0,1.6,5.0
24.773,90.5,5.0,0.7,5.0
-82.045,49.091,0,0,0
2.045,36.091,3.5,1.5,3.4
-25.227,147.409,3.1,2.3,5.0
63.864,112.951,1.0,3.3,3.6
20.227,9.194,1.6,5.0,0
69.318,128.571,1.0,2.0,3.0
46.136,0.0,2.3,1.6,5.0
-10.682,-72.923,3.8,1.4,2.8
-10.682,-37.846,2.6,1.1,5.0
24.318,49.046,1.6,3.5,0.8
54.773,71.528,0,0.7,5.0
7.955,-65.954,3.0,1.6,1.3
77.5,-62.791,,,
14.773,1.173,3.5,3.0,1.5
35.227,-95.0,4.1,1.2,4.3
-9.318,-74.253,3.3,1.1,2.8
47.5,4.701,2.8,1.8,4.6
-76.591,115.435,0,0,0
25.682,42.545,1.0,2.0,4.2
-27.045,141.301,2.6,2.2,5.0
27.5,91.023,4.2,1.0,2.2
8.409,80.943,3.6,0.3,1.1
65.227,-106.265,0,1.6,5.0
19.318,14.179,2.0,4.1,5.0
-38.409,-70.611,1.0,2.3,4.8
30.227,63.328,3.6,2.1,5.0
-9.318,-55.402,1.0,0.6,4.8
66.136,-155.327,2.3,2.2,0.8
-29.773,120.435,2.0,2.0,5.0
29.773,45.718,2.0,2.2,5.0
13.409,-3.264,3.1,2.6,4.5
19.773,-102.41,2.6,1.2,3.4
-26.591,126.178,0,1.7,1.1
46.136,15.055,3.9,1.4,4.0
29.773,-1.829,3.1,3.9,4.9
-13.864,38.805,2.8,1.2,5.0
-73.864,106.364,0,0,0
-9.318,17.701,1.6,1.5,5.0
22.955,46.539,1.0,2.6,5.0
30.682,-103.988,2.0,3.4,5.0
44.773,72.575,1.6,2.3,3.6
-14.773,34.498,3.1,1.7,5.0
23.409,111.758,4.7,1.3,5.0
-32.5,28.251,2.9,1.1,5.0
-5.682,-65.475,0,0.7,5.0
40.227,-5.347,2.9,1.9,5.0
11.136,25.913,2.6,3.6,5.0
50.227,-111.26,1.6,2.7,0.5
23.409,51.923,1.6,3.5,0.8
35.682,-111.242,1.0,2.6,5.0
-17.955,-65.086,3.2,1.6,4.4
22.045,-159.429,,,
-72.5,82.092,0,0,0
26.136,72.303,3.0,4.2,5.0
74.318,109.346,0,2.9,5.0
-33.864,-63.642,3.1,1.4,5.0
13.864,101.922,3.3,1.0,2.2
37.955,-96.038,3.8,1.4,5.0
73.864,-37.636,,,
78.409,-62.264,,,
34.773,-84.479,2.9,1.0,3.8
-27.5,115.568,2.6,2.5,3.9
18.409,-11.235,2.3,3.8,5.0
18.409,-69.084,3.4,0.5,2.0
31.591,115.03,3.8,2.3,5.0
39.773,41.902,2.9,1.8,5.0
-26.591,143.441,3.0,3.1,5.0
39.773,109.18,1.6,3.2,5.0
-43.864,-72.378,0,1.1,2.7
20.682,98.005,1.0,0.9,5.0
32.955,-91.351,4.0,1.0,4.7
25.682,46.573,1.6,2.4,5.0
15.227,-91.059,3.6,0.9,2.7
33.864,81.669,0,1.6,5.0
29.318,36.936,2.3,4.0,3.8
46.136,29.455,2.6,2.0,5.0
-11.591,16.448,2.0,1.2,5.0
42.955,99.449,1.0,2.3,0.8
7.045,99.949,3.9,0.6,1.9
-15.227,166.824,2.0,0,
57.5,136.056,1.0,1.9,4.1
-71.591,7.888,0,0,0
-76.136,147.789,0,0,0
72.955,-81.116,0,3.5,0
12.955,-8.616,2.5,2.9,3.1
-23.864,-67.438,1.6,5.0,0.3
-17.955,17.404,2.6,3.3,1.6
6.591,-58.02,2.5,0.5,5.0
-2.955,-46.364,2.6,1.4,2.1
-14.318,24.577,2.9,1.8,2.1
3.409,33.182,2.8,1.6,5.0
42.045,88.319,2.6,1.9,5.0
23.409,78.626,3.8,1.4,3.3
18.864,20.373,1.6,5.0,5.0
82.955,-72.371,0,3.6,0
27.5,30.682,2.3,4.0,5.0
2.045,16.116,1.0,1.0,3.1
-32.955,20.0,2.8,2.4,1.8
29.773,56.168,2.9,1.8,5.0
60.227,121.523,2.0,2.6,2.9
27.045,107.694,4.5,1.1,5.0
22.5,73.915,4.1,1.7,4.2
48.864,131.724,2.6,2.3,3.5
53.864,-103.846,2.0,2.5,1.4
-16.591,-50.211,2.0,0.8,5.0
77.045,-82.921,0,2.1,5.0
21.136,11.676,1.6,3.0,0
35.227,-116.111,1.6,3.5,0.8
15.682,24.031,2.0,3.1,5.0
54.773,-109.258,1.0,2.4,2.6
31.136,91.458,1.0,0.9,5.0
48.409,35.863,2.5,1.4,5.0
63.864,-130.487,0,1.7,5.0
-76.136,144.0,0,0,0
-9.773,-71.816,2.6,0.9,1.2
33.409,-112.568,2.6,1.6,2.7
-71.136,150.469,0,0,0
63.409,-104.958,0,1.9,2.2
-35.682,147.578,2.6,1.1,5.0
44.773,-123.73,3.4,0.8,5.0
52.955,128.787,1.6,1.7,3.3
72.955,-28.584,,,
75.682,-112.041,0,1.9,5.0
37.5,115.326,3.1,2.7,5.0
8.409,-5.732,2.5,1.2,2.3
18.864,52.49,1.6,4.6,0.3
-2.955,106.818,1.0,0,5.0
44.773,69.378,0,2.1,4.6
-20.682,22.803,2.8,3.2,2.2
-4.318,-42.099,2.8,1.6,4.1
19.773,-9.398,1.6,5.0,5.0
64.318,121.395,1.6,3.0,2.1
17.955,99.894,3.8,1.1,2.2
4.773,117.649,2.0,1.6,2.0
50.227,-122.598,1.0,1.6,1.9
48.409,39.962,3.1,1.5,4.7
56.591,-91.854,0,2.4,5.0
25.682,49.091,1.6,2.7,5.0
42.955,76.523,2.0,2.9,3.1
-80.682,-95.625,0,0,0
42.045,102.377,1.0,1.6,5.0
53.864,-118.462,1.0,2.2,1.4
64.318,95.233,1.0,1.7,5.0
-77.955,-93.253,0,0,0
-77.045,6.067,0,0,0
9.318,-82.529,3.3,0.9,0
30.682,75.484,3.9,1.7,3.1
13.864,32.26,3.2,2.6,3.6
23.409,14.835,0,5.0,5.0
-16.136,-59.055,2.3,0.9,0.7
48.864,22.759,3.9,2.1,3.4
-23.864,129.421,0,2.9,2.2
13.864,104.727,4.1,0.9,1.9
-14.773,49.518,2.3,0.7,2.0
31.136,5.567,0,3.9,5.0
45.682,-107.22,1.0,2.4,1.9
-31.136,-52.224,3.3,1.1,5.0
43.409,63.125,1.0,2.0,5.0
36.136,-98.003,3.7,2.4,5.0
45.682,-108.52,1.0,1.9,0.9
56.591,127.277,0,1.6,5.0
-9.318,-64.138,1.0,0.9,1.4
-4.773,152.238,0,0.6,5.0
-75.682,-108.367,0,0,0
13.864,79.948,3.7,0.6,2.4
71.591,-93.944,0,2.2,5.0
29.318,117.052,4.6,1.3,3.5
38.864,47.184,3.0,2.3,4.6
44.318,87.465,2.3,1.4,5.0
62.045,-42.581,,,
48.409,-110.323,2.0,2.9,3.5
67.955,109.933,0,2.1,5.0
73.409,56.3,0,3.4,2.4
65.682,90.826,1.0,1.7,5.0
37.955,41.406,3.2,1.7,5.0
-5.682,-57.719,1.6,0.9,0.4
55.227,70.885,0,1.0,2.4
-3.409,-65.0,0,0.9,1.4
-77.5,8.372,0,0,0
-18.409,47.57,3.1,1.0,4.9
-75.682,97.347,0,0,0
34.773,-103.804,2.0,3.1,5.0
79.318,-77.143,0,0,0
26.591,118.561,4.6,1.2,5.0
-12.5,-68.981,3.3,0.9,0.9
-80.227,105.333,0,0,0
22.045,24.735,0,5.0,5.0
-27.5,151.875,3.6,1.1,5.0
55.227,-2.389,3.3,1.3,1.7
36.136,-118.222,2.9,1.8,1.4
53.409,-119.873,1.0,2.7,2.3
-67.045,-65.825,0,0,0
37.045,85.592,2.3,1.6,5.0
-84.773,105.0,0,0,0
18.864,41.944,1.6,1.9,5.0
2.045,-74.678,3.1,1.1,4.7
0.227,-75.132,3.0,1.0,1.8
62.045,-141.29,1.0,2.0,0.1
33.864,73.475,3.8,2.3,4.9
47.955,106.102,2.0,1.4,1.9
-30.682,118.768,1.6,1.5,4.2
-26.136,28.82,3.3,1.8,2.4
-27.5,136.534,1.6,2.8,2.9
37.5,-108.458,1.6,2.0,2.4
53.864,-85.385,1.0,1.5,5.0
-72.045,99.184,0,0,0
68.409,122.055,1.0,2.7,5.0
25.227,-103.287,2.5,2.8,5.0
52.5,-0.373,3.6,2.4,4.9
-72.045,100.653,0,0,0
-83.864,-23.294,0,0,0
27.955,2.311,2.3,5.0,5.0
6.591,25.127,0,1.0,1.8
-86.136,-78.113,0,0,0
-29.318,119.653,2.0,2.0,5.0
25.227,68.691,3.7,2.7,3.2
50.682,114.871,2.0,1.6,2.5
20.682,7.763,1.6,5.0,1.4
-23.864,128.43,0,3.0,0
56.136,23.62,1.6,1.5,3.6
-23.409,131.044,0,3.9,5.0
-8.409,37.834,3.2,1.3,0.4
67.955,33.826,0,2.9,3.2
-11.136,14.344,1.6,1.5,5.0
52.955,37.657,2.5,1.4,5.0
8.409,125.427,4.3,1.3,3.9
-27.955,125.563,0,1.7,1.1
48.409,-84.364,2.0,1.4,3.7
71.136,108.281,0,2.6,5.0
-22.045,-69.796,2.0,5.0,4.0
3.864,40.455,3.1,2.3,1.4
16.136,-92.126,4.0,0.9,3.3
60.682,149.381,1.0,2.3,5.0
60.227,-164.467,1.0,1.5,5.0
57.045,-116.667,1.0,1.7,3.0
-19.318,134.339,2.5,3.1,5.0
33.409,106.586,4.0,2.4,5.0
-6.136,-38.555,3.0,1.4,5.0
55.682,119.597,2.0,1.3,5.0
-54.318,-68.812,0,2.4,5.0
56.591,72.082,1.6,1.8,3.8
-82.5,72.692,0,0,0
-31.591,19.704,2.8,2.4,1.8
50.227,139.606,2.0,1.7,3.5
29.773,41.538,0,2.7,2.1
4.318,-70.771,2.9,0.9,1.0
44.773,66.821,1.6,2.1,5.0
-66.136,54.393,0,0,0
25.227,-13.036,1.0,5.0,5.0
-73.409,10.308,0,0,0
26.136,42.472,1.0,2.0,4.2
22.045,49.224,1.0,5.0,0
47.955,34.237,2.3,1.6,4.1
